sanatci,soz
Beta Berk Bayındır,rap şarap benimse ömer hayyam adım içtiğin o gazoz bile seni ayıltamadı düşersin ayağa ayağa desen de hayır hayır köprüyü geçerken de dedik ayıya ayı tayfada gözün kalcak duygularını ödünç alcam sövüp sayma boşuna adımı duyduğunda götün kalkar limit yok limit yok bu yüzden ödün patlar başıma gelen en güzel şey fötr şapkam
Beta Berk Bayındır,sönük bugün yıldızlar ve tutabilceğim hiç dilek yok benim üstümden kazanılan sevgiler geçti gitti bi ses yok bu hep sondu ve telkin ettim kendimi senin derdin neydi sayende soyutlandım bıraktım sana her bi şeyimi isterdim benim olmanı isterdim ben canı gönülden hep büyüttüğüm hayallerimi yaşlar çalıp aldı gözümden özünde değildim aslen sinirli bu tavrım yanlış bana verdiğin her hüsranda tutamadığım tek dilimdi çözüm nedir haykırmak mı çözüm ne ayrılmak mı semada sen varsın bu ufkun çizgisi yalnız kaldı çözüm nedir bana söyle hata mı yaptın ömür verip sen gidemezsin asla uzağa dudaklar değil gözün dedi yalnız bırakma beni yalnız bırakma zaten rezalet günlerden birindeyim ben merak etme sen her an hep aklımdasın kalbimdesin benimlesin veya renk vermek için geldin yaşama gecem aynı ve sahte her şey aynı hala
Beta Berk Bayındır,dikkat et çünkü bubi trap trap kuşların ötüşleri gibi twitter hep çik sylvesterım stallone sen tweety hah waikiki hâlime şimdi gucci trend skrt yoğurt yeme tekniğimi çözemedin yiğidim bak paçaları sıvamadan göle geldik iyi mi iyi mi gözde özdeyişin o mu bakakalıp izliyoruz omurgasız heriflerin gövde gösterisini hahahaha hasmına hısmına paha biçer misin paha sen sarı taksiden daha ticarisin ben ilk trolüm dedim kısa mesafe sür hah kıkıkıkısa mesafe sür hah ters olur derse bana biri kreb berk kickim de var hatim de var gelir clap trap drill boom bap hiphop epidemik rap   dolunay benim leyla eric claptonın see upcoming rap shows get tickets for your favorite artists you might also like raye 070 shake escapism türkçe çeviri genius türkçe çeviriler vazgeç benden beta berk bayındır halimiz duman beta berk bayındır nakarat beta berk bayındır global global   minimal minimal hah sevmek suçsa benim usta kriminal skrt sükse yap sükse yap huh sürmenaj sürmenaj hah hayır öyle ölmem bana füze at füze at global global hah minimal minimal hah sevmek suçsa benim usta kriminal huh huh kriminal nüktedan nüktedan asonans asonans elbet burda hile hurda sabotaj sabotaj
Beta Berk Bayındır,yerden göğe kadar haklısın canım sana göre ben tabii yanlış insanım yok hiç tadım ve çok iş yapıp sana zaman ayıramam ama yok iştahım aaaklım sana karışık mı gelir beynin düşünmeye alışık da değil arada bi takılıp barışır küseriz aramızda olan danışıklı seviş bu doğru hah alttan almam hatta laf sokarım alttan alttan yatarım evde hep hantal hantal kendimi alamam zapturapta germe boşuna beni kasma fazla hasta masta olcam az zamanda gezemem seninle ben mağaza mağaza sağıra bağlarım avaz avaz bağırma hah dilediğin olsun sevgilindim ben en iyi dostun yordum boğdum zordum çok konuştun ama ben anlamıyordum zaman harcama daha bana dağlara haykır kinini ağlama bak ne diyordun hı buna değer miyim şimdi peki noldu yalvarıyorsun bu doğru yol gözüktü bak eski yakınlar şimdi çok uzak arama boşuna günde üç defa yeni birilerini söğüşle daha ha sürünme ya en azından güçlü gibi ol da öyle gözümde kal şimdi planlarım önümde var ilk görüşte aşk son görüşte naş
Cakal,o zamanlar bana geliyodun sıradan neler olduğunu anlamadan geçti zaman arkadaşız dedin çocuklara gülü satan gülemedim o gün yine girdim üzgün yatağa kalbim bana ait ama senin için atar kafam ayık bugün gözlerim yalancı sana benim kadar olan var mıdır inat birbirinden haber biz iki yabancı cuma cuma cuma cuma cuma seni görünce hep benim güler yüzüm grrrah wow inanma bebeğim ona buna sen takıl bana pek güzel hava ey yıldızın altı şezlongun üstü sen çıkar altını benim çıkık üstüm grrrah şarkımız yazdım kalbimizde müslüm yürüyemem yolu ben üzgünsem üzgünüm hadi gel benim kollarıma teslim ol ya da başkasının yatağında rezil ol ya doğ sabahıma ol benim güneşim ya da uza burdan çıksın birden ateşim çok biliyom ben her tarafı geziyom dom pérignonla onu mutlu ediyom tek telefonla istediğime gidiyom önümde duran hep erken pes ediyo cuma cuma cuma cuma cuma seni görünce hep benim güler yüzüm wow inanma bebeğim ona buna sen takıl bana pek güzel hava ov yağmur yağıyo ve altındayım ıslanırken eh seni sorana ben öldü diyom ıslanırken eh onca yalanını yılan gibi tıslar iken yakaladım bi sahilde gün batımını izler iken bi manzara var cennet sanki paradise wow gözünü seveyim bozulmasın aramız sabah geç uyanır akarız gecesine kahpe dünyada yaşarız neşesine kalbim bana ait ama senin için atar kafam ayık bugün gözlerim yalancı sana benim kadar olan var mıdır inat birbirinden haber biz iki yabancı cuma cuma cuma cuma cuma seni görünce hep benim güler yüzüm wow inanma bebeğim ona buna sen takıl bana pek güzel hava ov cuma cuma cuma cuma cuma cuma cuma cuma cuma cuma cuma cuma cuma cuma cuma
Cakal,bu yolun sonu yok ama yürümek iyi geliyo zoru başardım evet imkansızı deniyom sözlerin yalan bebek gözlerin ele veriyo seni sevmek güzel ama finalinde zarar veriyo finalinde zarar veriyo amacını bırak hadi yamacıma çömel ben hep biraz sayısaldım o gibiydi sözel sana bi kaç teklifim var olacak biraz özel direkt senden bahsedicem hiç yapmıcam genel karanlık bu denizime sen olursan fener bu dağları delerim ve hepsi sana değer kalbin işi akla yatmaz ama yine dener kalp atışım hızlanınca tüylerim de diken yüz hatları keskin aklımda resmin en güzeli kesin bence bu neslin oksijen gibisin resmen nefessin gel hadi uzatma kollarıma teslim ol daha önce koklamadım böylesini mis mis mis sesim herkes için kaba senin için tiz tiz tiz ben 21 o daha 18 yine son gaz basıyorum yollarımda sis sis sis ben 21 o daha 18 istesek de olamayız bebeğim sessiz biz bu yolun sonu yok ama yürümek iyi geliyo zoru başardım evet imkansızı deniyom sözlerin yalan bebek gözlerin ele veriyo seni sevmek güzel ama finalinde zarar veriyo seni sevmek güzel ama finalinde zarar veriyo amacını bırak hadi yamacıma çömel ben hep biraz sayısaldım o gibiydi sözel sana bi kaç teklifim var olacak biraz özel direkt senden bahsedicem hiç yapmıcam genel karanlık bu denizime sen olursan fener bu dağları delerim ve hepsi sana değer kalbin işi akla yatmaz ama yine dener kalp atışım hızlanınca tüylerim de diken
Cakal,bi anda toplanıp kaçmak zor büyür nedense gözümde yol kolejik pis pis sıkıntılar evimde oturan yanılgılardan kaçmak zor seçilen hayatın ışıltısında parlarken sana yanlarken yaşlandık gibi erkenden daha ergenken bu dertlerden tam kurtulduk derken beni her yerden engellemiş beni her yerden engellemiş beni her yerden engellemiş beni her yerden engellemiş bebeğim sorun neydi aramız neden iyi değil bi kendine sor yapma bana yol gecesine neden bu sessizlik akarsulardan geçmiştik nerde ne bulsak içmiştik bir 70lik bana yetmişti sen hep ektin ben biçtim o kolyeyi bile sana ben seçtim sevmeden ölemem and içtim biraz alkol içtim sadece sahnede vazgeçtim yok stilistim ben seçtim bunu çektin kameraya bahsettin nasıl bilirsin beni kastettiğin insanları hep mahvettim açıkta kalmadım hallettim ben yıldızlarını mı oynattım yine mi kalmamış ballı yerinde kafayı bu yüzden tırlattım bebeğim sorun neydi aramız neden iyi değil bi kendine sor yapma bana yol bebeğim sorun neydi aramız neden iyi değil bi kendine sor yapma bana yol bebeğim sorun neydi sorun neydi şimdi bu hissettiklerin kardeş özleyeceksin sonradan o yüzden sen beni dineleme devam et hissetmeye unutacaksın bunları saçma gelecek bir gün her şey hayat saçma ölüm saçma nefret saçma aşk saçma sönecek içindeki ateş yakmayacak artık hiçbir yeri bir boşluk olacak içinde manasız gelecek bir gün her şey şaşıracaksın kendine ama sen beni dinleme devam et hissetmeye sen beni dinleme devam et hissetmeye bebeğim sorun neydi beni her yerden beni her yerden engellemiş beni her yerden engellemiş beni her yerden engellemiş bebeğim sorun neydi aramız neden iyi değil bi kendine sor yapma bana yol
Cakal,nefesini tut ve de son günü yaşa hevesini kursağa tıkmasın yaşam kafanı dağıt kaç tatile kaşa konuşmadan hakkımda önce bi başar dolu bardağım bir damlaya taşar arama macera kendini yaşa her günü son gün gibi her günü son her günü son gibi ölüm gelir ani ölüm gelir ani ölüm gelir ani dünya fani dünya fani dünya fani sonsuz tatil sonsuz tatil sonsuz tatil after party after party after party ölüm gelir ani ölüm gelir ani ölüm gelir ani dünya fani dünya fani dünya fani sonsuz tatil sonsuz tatil sonsuz tatil after party after party after party bizim için zor olan paralar değil gerekirse onlara yaralar verip hatalara gir bahamalar güneş bırak bahaneleri ağır ağır düş hep bilir düşmanlar biz dişe diş hep öğrendim bunları düşe düşe gerekirse takılır canımız dişe acıtamaz canımızı bugün hiç bi şey ama kalkmayı bil uuh sen görkemli uuh sen erdemli uuh sen şehvetli uuh ölüm gelir ani ölüm gelir ani ölüm gelir ani dünya fani dünya fani dünya fani sonsuz tatil sonsuz tatil sonsuz tatil after party after party sonsuz tatil ölüm gelir ani ölüm gelir ani ölüm gelir ani dünya fani dünya fani dünya fani sonsuz tatil sonsuz tatil sonsuz tatil after party after party after party ölüm gelir ani
Cakal,ayşe melisa açelya gaza bassın asu naz aysun aleyna alisa bu ortam kezban kaldırmaz bebek kaliteli malsa bu bak bunu kaldırmaz bizim masamızda bizden başka kimse hesap ödemez evrim evrim geçiren lise aşkım berna gibiyim yoktur dengim mesleği kendim seçmedim olunmaz doğulur ünlü geceleri cemaat cümbür takılıyoz ama bilmiyom kaç gündür yatı kalayım diyo günde kaç sürtük instagramdan dürtüp senden koku yapıcam tututuzaklarda bi yerlerde bi anda senden makas alıcam bana hayran kalıcan elinden tutucam pırlanta takıcam bu yüzden arıcan arıcan arıcan beni çok arıcan cakal ebo kervanında gacılar var yapar twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk ey twerk twerk twerk twerk twerk twerk twerk twerk twerk twerk cakal cakal
Cakal,izole life davetlisin bi gökdelen tepesine bebeğim day n night takıldıysak bi kere ben çağırmam seni genelde tekrar huyum suyum kurusun bu boyun posun mevzusu mu no nein no nein ninenty gangganggangsta var renk renk bapesta bazen mercedesbenz bazen cyber tesla gezdim tenden tene korudum benden seni yarattım zelzele duymadım seslensene izole life davetlisin bi gökdelen tepesine bebeğim day n night takıldıysak bi kere ben çağırmam seni genelde tekrar huyum suyum kurusun bu boyun posun mevzusu mu no nein no nein içiyom kana kana kana yeni makara tek işim saymak gece gündüz evde para kapıdan giremez kız benzeyen kezbana giden gelmesin değilim mevlana söylemem lazım sana kaç kere daha yaşandı bitti yazma mesaj daha ne bileyim rahatla gir bi masaja düşünme beni hiç engelle falan uzun sürmesin varman karara şu an yanımda alman dilara montu moncler ve üstü prada bi de rollsroycela amsterdamda kılıcım keskin katana pahalı resmim satar hep bitmez benzin kızım haha haha üzüldüm valla dürüstüm napayım olmak istedim zengin izole life led lights izole life davetlisin bi gökdelen tepesine bebeğim day n night takıldıysak bi kere ben çağırmam seni genelde tekrar huyum suyum kurusun bu boyun posun mevzusu mu no nein
Cakal,unuttum   içime büyük gurur   saplanmıştı bire bir   yalnızlıktan korkmuştum ağlıyodum sinirden ve uyumuştum direnip   bi haftadır iş için   çekincektim fotoğraf   gittim fotoğrafçıya otur dedi gülümse gülümseyemem dedim bu benim için zor fazla değil üç saniye vesikaya yeterli he mhh wow her yanı mahvettim geceyi dar ettim kendime zindan ettim desinler lanetli bu çocuk sabretti her şeyden vazgeçti ben gözlerim yolunu sen orda dur yorulma belirlerim sonumu ölümdür yakınımda bu dostluğa aç şişe paragraflar yetişmez ellerimde bak çiçek senin için getirdim dikeni yok hiçbirinin batamaz ellerine sarı papatyalar dillerine pelesenk bilemedim ne desem cevapsız bi endişe uyanmak istemiyodum artık her yanı pis geliyodu istanbulu duymak istemiyodum artık aşkı başlatandı martı ne ara geçti geldi mart ayı her şeyi planladım ve planda ben yoktum artık her yanı mahvettim geceyi dar ettim kendime zindan ettim desinler lanetli bu çocuk sabretti her şeyden vazgeçti her yanı mahvettim geceyi dar ettim kendime zindan ettim desinler lanetli bu çocuk sabretti her şeyden vazgeçti her yanı mahvettim geceyi dar ettim kendime zindan ettim desinler lanetli bu çocuk sabretti her şeyden vazgeçti itadakimasu
Cakal,uyandım erken kalktım evde yoksun hiç yattım günaydın alım yaptım satışları dosta kaldı uyandım erken kalktım evde yoksun hiç yattım günaydın alım yaptım satışları dosta kaldı sen bana parlarsan toparlamaktan beni harcarlar derdimi kantarlar tartamazken kalktım bu yataktan hergünüm bol olaylar dolunay gibi para yağar dolar sonradan ağlarsam sesi çok olsa ve duyarlarsa çıkmışım ortaya aniden aniden içsek ve gezinsek bu kıyıları acilen çıkmışım ortaya aniden aniden içsek ve gezinsek bu kıyıları acilen günaydın günaydın lolitam der neresi günaydın tünaydın tünaydın farket artık takıldın abarttın high değil kafam high der beni cezalandır istiyorum izin kalsın tamam istediğin olsun tamam istediğin olsun der beni cezalandır istiyorum izin kalsın tamam istediğin olsun tamam istediğin olsun günaydın günaydın lolitam der neresi günaydın tünaydın tünaydın farket artık takıldın abarttın high değil kafam high sen bana parlarsan toparlamaktan beni harcarlar derdimi kantarlar tartamazken kalktım bu yataktan hergünüm bol olaylar dolunay gibi para yağar dolar sonradan ağlarsam sesi çok olsa ve duyarlarsa çıkmışım ortaya aniden aniden içsek ve gezinsek bu kıyıları acilen çıkmışım ortaya aniden aniden içsek ve gezinsek bu kıyıları acilen
Cakal,corona midye sahil kime güvencez aga herkes hain ballı ballı viski ohooh yengeniz heyecanlı düştü akşama ev var mı rüştü yalnız içen varsa küstüm eskiden ağlardım güldüm şimdi sakallandım büyüdüm imdat imdat yok mu kafamızı yakalıycak arabayı valeden aldırıcak grr bu gece ben kullanmıcam ya ya imdat imdat yok mu kafamızı yakalıycak arabayı valeden aldırıcak bu gece ben kullanmıcam ya ya gelsene bana çakal kocam ankarada lafı bile duydum arada derede aramadım onu ama yanlış anlama sörf yapılan hep farklı dalgalar grr yerinde duramaz canlı canlı ya vampir gibisin kanlı kanlı love aşk yaşanır mı kanka kankaya dönüyoz virajı yanlı yanlı ya imdat imdat yok mu kafamızı yakalıycak arabayı valeden aldırıcak bu gece ben kullanmıcam ya ya imdat imdat yok mu kafamızı yakalıycak arabayı valeden aldırıcak bu gece ben kullanmıcam ya ya her güne yeni kız farklı pantolon bana harcamak için vakti var mı bol sadece benmişim başka derdi yok benim gözümde bi farkı kalmıyo ya ya bi daha bi daha diyo bi daha diyo bi dahası yok dedim ama inanmıyo hayal meyal rüya hatırlıyom sana katlanmak bebek bayağı bi zor oho imdat imdat yok mu kafamızı yakalıycak arabayı valeden aldırıcak bu gece ben kullanmıcam ya ya imdat imdat yok mu kafamızı yakalıycak arabayı valeden aldırıcak bu gece ben kullanmıcam ya ya imdat imdat yok mu kafamızı yakalıycak arabayı valeden aldırıcak bu gece ben kullanmıcam ya ya imdat imdat yok mu kafamızı yakalıycak arabayı valeden aldırıcak bu gece ben kullanmıcam
Cash Flow,yaşamak sorun oldu hayallerim kayboldu cashflow doğdu bu gece ölümü de hissettim kıskanç gözleri mahvettim ciğerime çektim köşeme çekildim koç kefenin cebi bile boş güldüm çok hoş ya aydınlıklara koşsana evlat bize bak yanlış yapanı hep yak kömür olsun geri giden ömür olsun gözler dolsun sözler acılara konsun anam avradım olsun alırım gırtlağını sabır et allahını inkâr etme şükret yaşamak çok net çünkü reddettin kendini kestin poyraz ile karanlıkların üzerine estin zıvanayı test ettim vurdum ölüyorum allahım yaralandık bir baktık yalnız kaldık iki yaralı kaderim oralı dert çile çekmek sokakta sürtene ekmek yok devriye gezen memurlar şok oluyor rap doluyor kalbimin odalarına zorlama beni emiri cashflowu beynine kaz izmir kış yaz fark etmez yeraltında kimseyi affetmez çoluk çocuk katletmez savaşımız asla bitmez kendini bilmez isyankâr neye fayda son pişmanlık düşmanlık besliyoruz biz kalmadı dostum ne de aklımda bir iz her şey üst üste gelmedi mi paralar dertleri vermedi mi derbeder ölmedi mi cevap verin o senin vatandaşın askerin rastgele maskenin arkasına saklandın belki aklandın çünkü haplandın ölüyorsun kanın akıyor koç sen de görüyorsun her şey üst üste gelmedi mi paralar dertleri vermedi mi derbeder ölmedi mi cevap verin o senin vatandaşın askerin rastgele maskenin arkasına saklandın belki aklandın çünkü haplandın ölüyorsun kanın akıyor koç sen de görüyorsun
Cash Flow,barış güzel ama biz kimseye küsmemiştik ki zaten kardeş laz çerkez alevi sünni türk kürt zaza arabi mikrofonu arabi selahaddin eyyubi allahın aslanı hz ali bizi bölmeye çalışmak kıyametin zaten en büyük alameti felaketi biz tetikleriz ne zaman çıkacak acaba reis sor sokaklara biz askeriz bütün ara sokaklar bizim meskenimiz maskeniz düştü biz ne zamandan beri olduk ulan emperyalist üniforma seni daha doğru davranmaya davet etsin polis öğrenciyi bırak git bul terorirst elindeki kelepçeye kaç yıl hapis ve de vaktim nakit sistem fuck it maçlar satılık ve oynadık bahis alice harikalar diyarı değil burası acımasız dünya keriz paranın tadını aldıktan sonra paranın gözü çıksın deriz 3dünya savaşını bekleyeniz medya ile halkı kekleyiniz ülkemden lütfen gidiniz istemediklerimiz henüz disslemediklerimiz kutsal toprakları istediniz şeytanla anlaşma yaparak devlet soyarak serbest geziniz baklava çalanların sonu ise hapis önümüze gelene yüz tekme o yüzden politik dissleriz biz gerçekleri gizleyiniz siz yıllardır çizdiğiniz politika yanlıştır bildiğimiz yeraltına indiğiniz yok vekil çekil bir bok bildiğiniz yok yolu yok o yüzden seri ol önümüze gelene yüz tekme sorun bol halkı ezen şerefsizlere diz çökme interpol siverek neresi kalaşnikof çiğ köfte her istediğini yapamazsın bu memlekete akıllı ol yolu yok o yüzden seri ol önümüze gelene yüz tekme sorun bol halkı ezen şerefsizlere diz çökme interpol siverek neresi kalaşnikof çiğ köfte her istediğini yapamazsın bu memlekete akıllı ol cahillere laf anlatmak yerine ağzını burnunu patlatmak daha çok işe yarıyor para sokaklarda cash çatlatmak yaraya tuz basıp halkın üstüne gaz bombası fırlat bak hakkıdır hakka tapan o yüzden gerçekleri anlatmak gerek engerek yılanı gibi zehirlemek istediğin gençliğin dibi lafım bu sefer meclisten içeri sistem kitlendi shit üstünde eşit olmasak da toprağın dibi herkes eşit olma bu kadar çeşit reşit olmamış çocukları döv eşittir halkı tehtid ettin bide bize diyemez kimse hain alkol içmesemde bu gece şerefine kaldırıyorum abi türkiyemin sokaklarında hem müslümanım hem laik anlatıyorum ama anlamıyor bir kaç tane cahil içimizdeki hain kim kime çalışır belli değil yani televizyona hakim kimyasal silahlara güvenenler katil artık gaz maskesi hediye edeceksin çocuklara tabi ya rabiya benim eller westcoast yapar sadece abi ya yolu yok o yüzden seri ol önümüze gelene yüz tekme sorun bol halkı ezen şerefsizlere diz çökme interpol siverek neresi kalaşnikof çiğ köfte her istediğini yapamazsın bu memlekete akıllı ol yolu yok o yüzden seri ol önümüze gelene yüz tekme sorun bol halkı ezen şerefsizlere diz çökme interpol siverek neresi kalaşnikof çiğ köfte her istediğini yapamazsın bu memlekete akıllı ol
Cash Flow,hah uykun kaçacak baskın basanındır ancak bela bizim göbek adımız uçacak beyaz güvercinler kötü niyetini akibeti kötü olacak son gülen elbet kazanacak azrailin ölüleri baz alacak son gülen iyi gülecek ve kazanacak azrailin işleri azalacak hah uykun kaçacak baskın basanındır ancak bela bizim göbek adımız uçacak beyaz güvercinler kötü niyetini akibeti kötü olacak son gülen elbet kazanacak azrail ölüleri baz alacak son gülen iyi gülecek ve kazanacak azrailin işleri azalacak her şey matematik hesapla ve risk al freestyle kaç yazar bongun üstü kristal kriz masası kuruldu sokaklara izkan flowları kusarım ben adı olur isyan diss yaparım ben dinler herkes arabada banalara dadanmadan telefondan ara fatality yazar ekran simsiyah kara çorbam da tuzum yok kovalarız para sokakta izin yok izimiz kadar izmir güzel ara sokakları da var kameralar çeker karakola alırsalar cumhuriyet savcıları peşimizde alarm beterin beteri var kaderin kederi var ederin bedeli var yıllarca yatarı var mahalleden mahalleye bir sürü fark var kimi silah kimi kumar hızlıysan aç var hah uykun kaçacak baskın basanındır ancak bela bizim gönek adımız uçacak beyaz güvercinler kötü niyetini akibeti kötü olacak son gülen elbet kazanacak azrail ölüleri baz alacak son gülen iyi gülecek ve kazanacak azrailin işleri azalacak hah uykun kaçacak baskın basanındır ancak bela bizim göbek adımız uçacak beyaz güvercinler kötü niyetini akibeti kötü olacak son gülen elbet kazanacak azrail ölüleri baz alacak son gülen iyi gülecek ve kazanacak azrailin işleri azalacak dünya dönüyor kahpeliği görmek isteyen görüyor hayat bir simülasyon gibi geliyor eriyor tüm kılıçlar eriyor deniyor biri sabrımızı deniyor sokaklar bizim şarkıları seviyor zekiler daha fena deliriyor kaybettikçe güçleniyoruz sana hakkın bundan sonra 3 demiyoruz sevmediğim adama pis demiyoruz biz sokaktayız zaten izleniyoruz televizyon neden izlemiyoruz hiçbir şeyi sizden gizlemiyoruz psikolojimiz bozuk istemiyoruz istemiyoruz gevşek gibi rapleri dinlemiyoruz hah uykun kaçacak baskın basanındır ancak bela bizim göbek adımız uçacak beyaz güvercinler kötü niyetini akibeti kötü olacak son gülen elbet kazanacak azrail ölüleri baz alacak son gülen iyi gülecek ve kazanacak azrailin işleri azalacak hah uykun kaçacak baskın basanındır ancak bela bizim göbek adımız uçacak beyaz güvercinler kötü niyetini akibeti kötü olacak son gülen elbet kazanacak azrail ölüleri baz alacak son gülen iyi gülecek ve kazanacak azrailin işleri azalacak
Cash Flow,herkes bekler benden bi diss tack geri geldi hardcore rap 808 senmisin trap içmiyoz crack çekillan fissek severiz piss rap koşuyor flowlar zirveye direek sonumuz belli değil bilemedim kaptan dur ineyim aramızda fark var sen cüppelinin ben snoop doggy dogun müridiyim isterdim size gördüm huri diyim ölünce bitmiyor hiç bir şey çarkını sikeyim feleğin karşıma geçmiş şeytan yüzlü meleğin spritela coddein gibi maddeler iyi değil biladerin kapitalizimin köpeği medya maymunu zibidilerin suratına tüküreyim kardeşlerim kükreyin kedi ler aslanlar üfleyin kahvede okey oynar mükremin beynine oksijen gıtsın kullağına adrenalin atıyor gene benim şartellerim burası çok önemli yaşasın mıkrofon kartelleri eteğini dikin dantellerin rapine tüküreyim entellerin ketamin at bayıltır hayvanmısın sen delirmeyin kimyasalı denemeyin olursun fatalıty kafiyem öldürücü matematik koltugun altında otamatik otamatik
Cash Flow,üstat gelsin mikrofona pim çek bomba at şeytan silah kullanmaz lazım olur avukat sokaklara pusu at ortaklara muska mermilerle serenat mevzi al ve yere yat paranoyak olmakta her zaman yarar var tamponu bacağının en üstünden sararlar sokaklarda ararlar helva çok iyidir bizi ihbar eden ise yezidin biridir kinim ve nefretim dün gibi diridir parayı yakarım elimin kiridir bir gece ansızın aç kurtlar gelebilir bi kurşun kalemi ortadan delebilir ne bağırıyon yaram belanı mı arıyon doğru adres burası mahkemeler şurası sen delikanlı âleminin yüz karası adamlığı bitti bitince parası ne bağırıyon yaram belanı mı arıyon doğru adres burası mahkemeler şurası sen delikanlı âleminin yüz karası adamlığı bitti bitince parası
Cash Flow,mutluluk uzak lan kurulmuş tuzaklar ellerim kollarım kan menzil yetiyorsa sıkarım uzaktan eskiden kumandan etkilen dumandan senin anladığın nedir oğlum undergroundan flowların klon hep nargile bu değil bong sitelerde rapçilere çekiyorsun blowjob edebiyat fakültesi değil oğlum hiphop parayı bastırıyon asılıyor billboard paranı cebine sok capini önüne çek boş dumanı çekiyor wack rapçi değil o abici gucci giymiş bi balici elinde emanet ali g yüksek teknik teknoloji ha micro micro king kong ben geldim evet bingo burası dingonun ahırı değil yapıştırır iki tane greengo team dog in door zimmetli bana bi bong rahmetli gibi kimbo rahmetli gibi kimbo grow micro bloom trigon zoom zoom zoom mor ışıklar ethereum değil purple room bum bum bum azot fosfor magnezyumyumyumyum çok çekme sizin ordakilere benzemez kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu zombiler arasında hayatta kaldım şansım olsaydı iddaa oynardım bakkaldan domuz eti aldım bardağı değil şarjörü kaldırdım yalaka iş bilmez herkesi fotoğraf karesine aldırdım ballandıra ballandıra yalanlar attın piyasada kim varsa dolandırdın timsah gözyaşlarıyla kandırdın kendini abi mi sandın sen bindiğin ağacı yaktım ben bindiğin ağacı yaktım sen grow micro bloom trigon zoom zoom zoom mor ışıklar ethereum değil purple room bum bum bum azot fosfor magnezyumyumyumyum çok çekme sizin ordakilere benzemez kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu kardeş bu
Cash Flow,at avrat silah ıce wax üstelik fas malcom x yolundan çıkan nigga was was senin cezan bir gün bile yatılmaz kaz ara sokaklarda suıikast harman kalamaz bonethugz çünkü kafadan kontakz kahraman olmak istiyorsun ama lüks otellerde olmaz yersen yemezsen paket yap eve götür ölüler bornova hortlakz benim rapimin dengi değilsin kaşar yolundasın tam gaz kahpelere kumpas infaz syntax yeni stil bu ben play sen pause sen hollywoodsun ben texas yok saz çok tarz ibnelik moda olmuş kızlar neyiniz var bir koşu git al rizla evimiz var kara mizah sana pizza magazini yak bra braa şeytan diyor yazlığı sat 300 tane tüfek al fatality yap herkese dal bana bana base bullan hedef ben miyim lan oraya gelmiyim lan run 9mm run 9mm run sağdan soldan çığlıklar imdat imdat arıyorum gece gündüz beat değil mühimmat kahpelere düğün var gelin olacaksın burası çok önemli dikkat dikkat cash rules eveything around me mahkemede inkar inkar
